issue,title,primary finding,validator comment,status,root cause (URL),size
findings-104,Emission schedule is not followed,findings-104,primary - shares common features with validation-549 but 549 does not mention block.timestamp,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/reward/ChefIncentivesController.sol#L989,57
validation-670,Roles not set,validation-448,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/vendor/AuraVault.sol#L120-L135,31
validation-671,Chainlink communication not correct,validation-727,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/oracle/ChainlinkOracle.sol#L96-L110,31
findings-105,Multiple functions don't check for emission schedule update,findings-105,primary,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/reward/ChefIncentivesController.sol#L318,32
validation-650,`borrow()` missing whenNotPaused,validation-421,no drainage but its agains the no token out mechanism during pause,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/main/src/CDPVault.sol#L256-L264,32
validation-485,AuraVault.sol is vulnerable to first depositor inflation attack,validation-485,primary,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/vendor/AuraVault.sol#L199,33
validation-539,lastDebtUpdate should be block.timestamp instead ,validation-9,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/CDPVault.sol#L318,33
validation-779,Wrong debt accouting in liquidatePosition(),validation-360,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/CDPVault.sol#L509-L526,33
validation-178,"StakingLPEth locks an excessive amount of lpETH to prevent the inflation attack, this can lead to loss of funds/DOS in edge cases",validation-187,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/StakingLPEth.sol#L141-L144,34
validation-184,The deposit and withdraw functions are meant to be pausable but an attacker can easily bypass this by directly calling modifyCollateralAndDebt() function to deposit/withdraw,validation-325,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/CDPVault.sol#L223-L249,34
validation-305,pause functionality can be bypassed in CDPVault via modifyCollateralAndDebt(),validation-325,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/CDPVault.sol#L223-L249,34
validation-659,Not account for unclaimed rewards in contract `AuraVault`,validation-262, ,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/vendor/AuraVault.sol#L175-L177,34
validation-713,Wrong check used for determining bad debt,findings-60,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/CDPVault.sol#L509-L527,34
findings-110,Repay deposits different amount than what is received from a swap,findings-110,primary,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/proxy/PositionAction.sol#L575-L589,52
findings-98,DOS on bad debt liquidations by increasing the collateral,validation-719,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/CDPVault.sol#L599,35
validation-431,Honest users could be permanently DOS'd from withdrawing their vested tokens/rewards,validation-431,primary,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/reward/ChefIncentivesController.sol#L518,35
validation-437,ChainlinkOracle.sol::spot() function will return the wrong price if the price of a token is outside the min/max range of the Chainlink Oracle that is used,validation-727,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/oracle/ChainlinkOracle.sol#L96-L110,35
validation-511,"Malicious users can put protocol in a bad state when the vault is paused, potentially causing a bank run",validation-421,withdraw has whennotpaused modifier btw,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/main/src/CDPVault.sol#L256-L264,35
findings-113,Altered debt in the position can cause lost tokens,findings-113,primary,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/proxy/PositionAction.sol#L584-L590,92
findings-117,`PositionActionPendle` needs predefined amount which cannot be accurately calculated,findings-86,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/proxy/PositionActionPendle.sol#L61-L65,60
findings-33,Vault inflation attack in AuraVault.sol,validation-485,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/vendor/AuraVault.sol#L199,36
findings-119,Flashloan cannot be obtained to delever during high utilization times,findings-119,primary,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/proxy/PositionAction.sol#L345-L369,79
validation-706,`PendleLPOracle._fetchAndValidate()` function using the deprecated chainlink  variable `answeredInRound` ,validation-121,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/oracle/PendleLPOracle.sol#L120,36
validation-617,`CDPVault#liquidatePosition()` doesn't provide slippage protection on liquidated collateral,validation-411,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/CDPVault.sol#L509,37
validation-719,Front-running liquidation of bad debt positions to block liquidations,validation-719,primary,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/CDPVault.sol#L599,37
findings-14,Frontrunning `registerRewardDeposit` could cause problems with the reward distribution,validation-43,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/4f508781a49ffa53511e7e5ed6cda0ff0eb5bdc5/src/reward/ChefIncentivesController.sol#L921-L922,38
findings-120,Immutable `MIN_SHARES` requirement can cause final withdrawers to loose assets ,validation-187,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/StakingLPEth.sol#L141-L144,47
validation-420,Users Will Get Liquidated By MEV Bots as Soon as PoolV3 is Unpaused Because `PoolV3::repayCreditAccount` Has the `whenNotPaused` Modifier,validation-231,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/PoolV3.sol#L537,38
findings-121,Usage of `lastEligibleStatus` can cause user to miss out on rewards on `manualStopEmissionsFor` invocation,findings-121,primary - looks like it´s the intended mechanism,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/reward/ChefIncentivesController.sol#L605-L608,64
findings-17,CDPVault::_modifyPosition will revert if a rewardController is utilised,findings-17,primary,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/main/src/CDPVault.sol#L335-L337,51
findings-118,`actualSupply` should be used instead of `totalSupply` to value BP,validation-648, ,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/oracle/BalancerOracle.sol#L135,39
validation-593,StakingLPEth ERC4626 inflation attack,validation-593,primary,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/StakingLPEth.sol#L141,39
findings-19,Directly sending dust token amount will slow down distribution in `MultiFeeDistribution.sol`,findings-19,primary,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/reward/MultiFeeDistribution.sol#L1208,50
findings-27,`manualStopEmissionsFor` in ChefIncentiveController calculates outdated pending rewards,findings-121, ,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/reward/ChefIncentivesController.sol#L605-L608,45
findings-63,Liquidation penalty is not acquired for bad-debt liquidation.,validation-363,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/CDPVault.sol#L529-L532,40
findings-35,The `Refer` event in `PoolV3` can be manipulated,findings-35,primary - QA without a h/m risk,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/PoolV3.sol#L248-L255,65
validation-684,Unauthorized Access to Deposit and Withdraw Functions When Contract is Paused,validation-325,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/CDPVault.sol#L223-L249,40
validation-147,The Chainlink's `latestRoundData` price feed can return stale or incorrect results.,validation-459,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/4f508781a49ffa53511e7e5ed6cda0ff0eb5bdc5/src/vendor/AuraVault.sol#L365-L379,41
validation-261,No fall back for price feeds oracle if Chainlink's aggregators fails.,validation-148,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/CDPVault.sol#L590,41
validation-330,Deprecated return value from chainlink is used,validation-121,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/oracle/PendleLPOracle.sol#L120,41
validation-358,Malicious attacker can prevent last user from withdrawing MIN_SHARES in StakingLPEth.sol,validation-187,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/StakingLPEth.sol#L141-L144,41
validation-421,"In `CDPVault` Users can Borrow During Pauses but Liquidators cannot Liquidate, Allowing Users To Open Positions Which Might Become Bad Debt But Cannot be Liquidated",validation-421,primary,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/main/src/CDPVault.sol#L256-L264,41
validation-675,Price return from chainlink is not validated completely,validation-459,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/4f508781a49ffa53511e7e5ed6cda0ff0eb5bdc5/src/vendor/AuraVault.sol#L365-L379,41
findings-39,Lack of mechanism to evenly distribute losses from bad debt might cause some users to be unable to withdraw their deposits in full amount,validation-418, ,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/main/src/PoolV3.sol#L429-L439,294
findings-4,Unclear Bad debt conditions will cause loss for the protocol,findings-60,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/CDPVault.sol#L509-L527,97
validation-307,Inconsistent bad debt check between liquidatePosition() and liquidatePositionBadDebt(),findings-60,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/CDPVault.sol#L509-L527,42
validation-310,Last staker may lose MIN_SHARES funds in StakingLPEth,validation-187,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/StakingLPEth.sol#L141-L144,42
findings-42,PositionAction20._onWithdraw and PositionPendle20._onWithdraw also returns token amount in wrong scale,findings-42,primary,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/main/src/proxy/PositionAction20.sol#L50-L52,84
validation-641,Last user can not exit vault due to checking condition of `_checkMinShares()` function in `StakingLPEth` contract,validation-187,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/StakingLPEth.sol#L141-L144,42
validation-407,Bad price staleness check in the AuraVault,validation-459,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/4f508781a49ffa53511e7e5ed6cda0ff0eb5bdc5/src/vendor/AuraVault.sol#L365-L379,43
findings-43,CDPVault missing mechanism for handling $PENDLE incentive from PendleLP could lead to reward getting stuck in CDPVault forever,findings-43,primary,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/main/src/CDPVault.sol#L1-L762,35
validation-568,Incorrect Liquidity Delta Calculation in repayCreditAccount Function,validation-441,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/PoolV3.sol#L567,43
validation-676,Use `msg.sender` instead of `from` for transferAndSwap().,validation-233, ,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/main/src/proxy/TransferAction.sol#L46-L81,43
validation-716,Liquidator could receive less collateral than expected,validation-411,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/CDPVault.sol#L509,43
findings-92,Pause functionality is bypassed by calling `modifyCollateralAndDebt` directly,validation-325,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/CDPVault.sol#L223-L249,44
validation-742,Inconsistent checking for bad debt,findings-60,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/CDPVault.sol#L509-L527,44
findings-47,EligibilityDataProvider uses incorrect price to convert user's total debt value to USD could lead underestimation of `requiredUsdValue`,validation-588, ,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/reward/EligibilityDataProvider.sol#L187,49
findings-49,Attacker can abuse `_checkMinShares` by manipulaing `MIN_SHARES` price to prevent other users from withdrawing their staked lpETH,validation-187,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/StakingLPEth.sol#L141-L144,169
validation-366,Partial liquidation leading to bad debts,validation-732,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/CDPVault.sol#L532,45
validation-587,The modification in isWhitelisted within ChefIncentivesController.sol contains a logical error.,validation-65,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/reward/ChefIncentivesController.sol#L813-L842,45
validation-749,Lack of slippage control in `_deposit` Function,validation-435,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/PoolV3.sol#L384,45
validation-475,`PoolAction.transferAndJoin()` can be used to steal token from user make approval to `PoolAction` contract directly instead of through `PRBProxy`,validation-237,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/proxy/PoolAction.sol#L75-L111,46
validation-577,AuraVault ERC4626 inflation attack,validation-485,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/vendor/AuraVault.sol#L199,46
findings-50,"`EligibilityDataProvider.sol#requiredUsdValue()` calculates an incorrect value, leading to incorrect eligibility evaluations for users.",validation-588, ,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/reward/EligibilityDataProvider.sol#L187,83
validation-754,Wrong calculation of newCumulativeIndex in case of partial borrowing interest repayment,validation-347,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/CDPVault.sol#L707,46
findings-55,`Flashlender.sol#flashLoan()` should use `mintProfit()` to mint fees. The current implemetation may lead to locked up WETH in PoolV3.,findings-55,primary,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/main/src/Flashlender.sol#L106,140
findings-13,rawReward does not account for the claimed rewards,validation-549,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/reward/ChefIncentivesController.sol#L988-L994,47
findings-58,Liquidation penalty should be taken from liquidator instead of from position.,findings-58,primary - could also be root cause of validation-363 as this submission details more,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/main/src/CDPVault.sol#L529-L531,132
validation-491,The inflation attack to the  AuraVault ,validation-485,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/vendor/AuraVault.sol#L199,47
findings-62,It is nearly impossble for Liquidators to use `liquidatePosition()` to fully pay off a non bad-debt position.,findings-62,primary,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/main/src/CDPVault.sol#L545,108
findings-112,`permit2` approval is made to incorrect address,validation-603, ,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/proxy/TransferAction.sol#L69,48
findings-65,Attackers can deposit 1wei of lpETH in StakingLPEth and lock 1e16 lpETH of other users.,validation-187,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/StakingLPEth.sol#L141-L144,69
findings-66,StakingLPEth user's `cooldownEnd` does not update with `cooldownDuration`,validation-513,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/main/src/StakingLPEth.sol#L92,80
validation-406,absence of access control in `AuraVault`,validation-448,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/vendor/AuraVault.sol#L120-L135,48
validation-763,Lack of Slippage Protection in liquidatePosition function,validation-411,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/CDPVault.sol#L509,48
findings-20,An infinite loop in `MultiFeeDistribution.sol`  withdraw,findings-20,primary,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/reward/MultiFeeDistribution.sol#L555,49
findings-32,Wrong redeem accounting in `AuraVault.sol`,validation-492,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/vendor/AuraVault.sol#L256,49
findings-70,`SwapAction.sol#balancerSwap` does not support native ETH as input token.,findings-70,primary,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/main/src/proxy/SwapAction.sol#L263,124
validation-228,The _authorizeUpgrade() function in the ChainlinkOracle contract does not check the status of the oracle like it is supposed to,validation-228,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/oracle/ChainlinkOracle.sol#L70,49
findings-77,MultiFeeDistribution.sol relock period and multiplier determinted by `defaultLockIndex` may be different to what user initially set up.,findings-77,primary,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/main/src/reward/MultiFeeDistribution.sol#L1370,88
validation-59,`AuraVault::_chainlinkSpot` can result in stale prices,validation-459,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/4f508781a49ffa53511e7e5ed6cda0ff0eb5bdc5/src/vendor/AuraVault.sol#L365-L379,49
validation-732,Partial liquidations and price changes can block  liquidations,validation-732,primary,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/CDPVault.sol#L532,49
findings-78,"MultiFeeDistribution.sol aggregates unlockTime by AGGREGATION_EPOCH, which may end up locking tokens for another 6 days.",findings-78,primary,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/main/src/reward/MultiFeeDistribution.sol#L1112,90
findings-8,Wrong logic in _updatePool will cause stuck rewards and loss for users,validation-549,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/reward/ChefIncentivesController.sol#L988-L994,55
validation-601,transferAndJoin at the PoolAction contract lacks access control,validation-237,,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/57871f64bdea450c1f04c9a53dc1a78223719164/src/proxy/PoolAction.sol#L75-L111,50
findings-80,`PositionAction4626.sol#_onDeposit` should deposit into `position` CDPVault position instead of `address(this)`.,findings-80,primary,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/main/src/proxy/PositionAction4626.sol#L52,74
validation-321,Incorrect reward distribution in `AuraVault.sol`,validation-321,primary,Satisfactory,https://github.com/code-423n4/2024-07-loopfi/blob/4f508781a49ffa53511e7e5ed6cda0ff0eb5bdc5/src/vendor/AuraVault.sol#L301-L303,51
